Date,Exchange rate
8/21/2006 0:00:00,87.15
8/22/2006 0:00:00,87.17
8/23/2006 0:00:00,87.17
8/24/2006 0:00:00,87.18
8/25/2006 0:00:00,87.18
8/28/2006 0:00:00,87.18
8/29/2006 0:00:00,87.18
8/30/2006 0:00:00,87.19
8/31/2006 0:00:00,87.19
9/1/2006 0:00:00,87.19
9/4/2006 0:00:00,87.21
9/5/2006 0:00:00,87.21
9/6/2006 0:00:00,87.21
9/7/2006 0:00:00,87.21
9/8/2006 0:00:00,87.22
9/11/2006 0:00:00,87.22
9/12/2006 0:00:00,87.22
9/13/2006 0:00:00,87.23
9/14/2006 0:00:00,87.23
9/15/2006 0:00:00,87.24
9/18/2006 0:00:00,87.25
9/19/2006 0:00:00,87.26
9/20/2006 0:00:00,87.29
9/21/2006 0:00:00,87.30
9/22/2006 0:00:00,87.30
9/25/2006 0:00:00,87.30
9/26/2006 0:00:00,87.31
9/27/2006 0:00:00,87.32
9/28/2006 0:00:00,87.33
9/29/2006 0:00:00,87.33
10/2/2006 0:00:00,87.33
10/3/2006 0:00:00,87.33
10/4/2006 0:00:00,87.34
10/5/2006 0:00:00,87.34
10/6/2006 0:00:00,87.37
10/9/2006 0:00:00,87.38
10/10/2006 0:00:00,87.39
10/11/2006 0:00:00,87.39
10/12/2006 0:00:00,87.42
10/13/2006 0:00:00,87.46
10/16/2006 0:00:00,87.46
10/17/2006 0:00:00,87.47
10/18/2006 0:00:00,87.49
10/19/2006 0:00:00,87.50
10/20/2006 0:00:00,87.51
10/23/2006 0:00:00,87.52
10/24/2006 0:00:00,87.53
10/25/2006 0:00:00,87.56
10/26/2006 0:00:00,87.60
10/27/2006 0:00:00,87.61
10/30/2006 0:00:00,87.62
10/31/2006 0:00:00,87.63
11/1/2006 0:00:00,87.66
11/2/2006 0:00:00,87.69
11/3/2006 0:00:00,87.75
11/6/2006 0:00:00,87.76
11/7/2006 0:00:00,87.80
11/8/2006 0:00:00,87.84
11/9/2006 0:00:00,87.87
11/10/2006 0:00:00,87.89
11/13/2006 0:00:00,87.97
11/14/2006 0:00:00,88.03
11/15/2006 0:00:00,88.06
11/16/2006 0:00:00,88.06
11/17/2006 0:00:00,88.07
11/20/2006 0:00:00,88.10
11/21/2006 0:00:00,88.12
11/22/2006 0:00:00,88.16
11/23/2006 0:00:00,88.17
11/24/2006 0:00:00,88.20
11/27/2006 0:00:00,88.23
11/28/2006 0:00:00,88.26
11/29/2006 0:00:00,88.31
11/30/2006 0:00:00,88.33
12/1/2006 0:00:00,88.40
12/4/2006 0:00:00,88.46
12/5/2006 0:00:00,88.47
12/6/2006 0:00:00,88.48
12/7/2006 0:00:00,88.48
12/8/2006 0:00:00,88.49
12/11/2006 0:00:00,88.49
12/12/2006 0:00:00,88.52
12/13/2006 0:00:00,88.52
12/14/2006 0:00:00,88.52
12/15/2006 0:00:00,88.53
12/18/2006 0:00:00,88.54
12/19/2006 0:00:00,88.64
12/20/2006 0:00:00,88.64
12/21/2006 0:00:00,88.65
12/22/2006 0:00:00,88.65
12/25/2006 0:00:00,88.65
12/26/2006 0:00:00,88.69
12/27/2006 0:00:00,88.71
12/28/2006 0:00:00,88.72
12/29/2006 0:00:00,88.73
1/1/2007 0:00:00,88.74
1/2/2007 0:00:00,88.78
1/3/2007 0:00:00,88.79
1/4/2007 0:00:00,88.83
1/5/2007 0:00:00,88.83
1/8/2007 0:00:00,88.87
1/9/2007 0:00:00,88.89
1/10/2007 0:00:00,88.89
1/11/2007 0:00:00,88.89
1/12/2007 0:00:00,88.90
1/15/2007 0:00:00,88.90
1/16/2007 0:00:00,88.91
1/17/2007 0:00:00,88.91
1/18/2007 0:00:00,88.94
1/19/2007 0:00:00,88.95
1/22/2007 0:00:00,88.95
1/23/2007 0:00:00,88.96
1/24/2007 0:00:00,88.96
1/25/2007 0:00:00,88.97
1/26/2007 0:00:00,88.98
1/29/2007 0:00:00,88.98
1/30/2007 0:00:00,89.00
1/31/2007 0:00:00,89.04
2/1/2007 0:00:00,89.06
2/2/2007 0:00:00,89.07
2/5/2007 0:00:00,89.08
2/6/2007 0:00:00,89.10
2/7/2007 0:00:00,89.11
2/8/2007 0:00:00,89.12
2/9/2007 0:00:00,89.14
2/12/2007 0:00:00,89.14
2/13/2007 0:00:00,89.14
2/14/2007 0:00:00,89.15
2/15/2007 0:00:00,89.16
2/16/2007 0:00:00,89.16
2/19/2007 0:00:00,89.17
2/20/2007 0:00:00,89.19
2/21/2007 0:00:00,89.20
2/22/2007 0:00:00,89.20
2/23/2007 0:00:00,89.21
2/26/2007 0:00:00,89.21
2/27/2007 0:00:00,89.22
2/28/2007 0:00:00,89.22
3/1/2007 0:00:00,89.22
3/2/2007 0:00:00,89.23
3/5/2007 0:00:00,89.23
3/6/2007 0:00:00,89.24
3/7/2007 0:00:00,89.24
3/8/2007 0:00:00,89.24
3/9/2007 0:00:00,89.25
3/12/2007 0:00:00,89.25
3/13/2007 0:00:00,89.26
3/14/2007 0:00:00,89.26
3/15/2007 0:00:00,89.27
3/16/2007 0:00:00,89.27
3/19/2007 0:00:00,89.31
3/20/2007 0:00:00,89.32
3/21/2007 0:00:00,89.32
3/22/2007 0:00:00,89.33
3/23/2007 0:00:00,89.33
3/26/2007 0:00:00,89.34
3/27/2007 0:00:00,89.34
3/28/2007 0:00:00,89.35
3/29/2007 0:00:00,89.36
3/30/2007 0:00:00,89.37
4/2/2007 0:00:00,89.37
4/3/2007 0:00:00,89.39
4/4/2007 0:00:00,89.41
4/5/2007 0:00:00,89.41
4/6/2007 0:00:00,89.41
4/9/2007 0:00:00,89.41
4/10/2007 0:00:00,89.42
4/11/2007 0:00:00,89.42
4/12/2007 0:00:00,89.42
4/13/2007 0:00:00,89.42
4/16/2007 0:00:00,89.42
4/17/2007 0:00:00,89.44
4/18/2007 0:00:00,89.46
4/19/2007 0:00:00,89.51
4/20/2007 0:00:00,89.52
4/23/2007 0:00:00,89.52
4/24/2007 0:00:00,89.53
4/25/2007 0:00:00,89.54
4/26/2007 0:00:00,89.56
4/27/2007 0:00:00,89.57
4/30/2007 0:00:00,89.57
5/1/2007 0:00:00,89.57
5/2/2007 0:00:00,89.60
5/3/2007 0:00:00,89.60
5/4/2007 0:00:00,89.62
5/7/2007 0:00:00,89.62
5/8/2007 0:00:00,89.62
5/9/2007 0:00:00,89.63
5/10/2007 0:00:00,89.63
5/11/2007 0:00:00,89.63
5/14/2007 0:00:00,89.64
5/15/2007 0:00:00,89.64
5/16/2007 0:00:00,89.65
5/17/2007 0:00:00,89.65
5/18/2007 0:00:00,89.65
5/21/2007 0:00:00,89.66
5/22/2007 0:00:00,89.67
5/23/2007 0:00:00,89.67
5/24/2007 0:00:00,89.68
5/25/2007 0:00:00,89.68
5/28/2007 0:00:00,89.68
5/29/2007 0:00:00,89.68
5/30/2007 0:00:00,89.68
5/31/2007 0:00:00,89.69
6/1/2007 0:00:00,89.69
6/4/2007 0:00:00,89.70
6/5/2007 0:00:00,89.70
6/6/2007 0:00:00,89.71
6/7/2007 0:00:00,89.71
6/8/2007 0:00:00,89.72
6/11/2007 0:00:00,89.72
6/12/2007 0:00:00,89.72
6/13/2007 0:00:00,89.73
6/14/2007 0:00:00,89.73
6/15/2007 0:00:00,89.74
6/18/2007 0:00:00,89.75
6/19/2007 0:00:00,89.78
6/20/2007 0:00:00,89.78
6/21/2007 0:00:00,89.79
6/22/2007 0:00:00,89.81
6/25/2007 0:00:00,89.82
6/26/2007 0:00:00,89.82
6/27/2007 0:00:00,89.82
6/28/2007 0:00:00,89.84
6/29/2007 0:00:00,89.85
7/2/2007 0:00:00,89.85
7/3/2007 0:00:00,89.85
7/4/2007 0:00:00,89.86
7/5/2007 0:00:00,89.88
7/6/2007 0:00:00,89.88
7/9/2007 0:00:00,89.88
7/10/2007 0:00:00,89.88
7/11/2007 0:00:00,89.89
7/12/2007 0:00:00,89.89
7/13/2007 0:00:00,89.90
7/16/2007 0:00:00,89.90
7/17/2007 0:00:00,89.91
7/18/2007 0:00:00,89.91
7/19/2007 0:00:00,89.91
7/20/2007 0:00:00,89.92
7/23/2007 0:00:00,89.93
7/24/2007 0:00:00,89.93
7/25/2007 0:00:00,89.93
7/26/2007 0:00:00,89.93
7/27/2007 0:00:00,89.95
7/30/2007 0:00:00,89.95
7/31/2007 0:00:00,89.96
8/1/2007 0:00:00,89.99
8/2/2007 0:00:00,90.01
8/3/2007 0:00:00,90.03
8/6/2007 0:00:00,90.05
8/7/2007 0:00:00,90.06
8/8/2007 0:00:00,90.08
8/9/2007 0:00:00,90.08
8/10/2007 0:00:00,90.09
8/13/2007 0:00:00,90.10
8/14/2007 0:00:00,90.10
8/15/2007 0:00:00,90.10
8/16/2007 0:00:00,90.11
8/17/2007 0:00:00,90.11
8/20/2007 0:00:00,90.11
8/21/2007 0:00:00,90.12
8/22/2007 0:00:00,90.13
8/23/2007 0:00:00,90.14
8/24/2007 0:00:00,90.14
8/27/2007 0:00:00,90.14
8/28/2007 0:00:00,90.14
8/29/2007 0:00:00,90.14
8/30/2007 0:00:00,90.14
8/31/2007 0:00:00,90.17
9/3/2007 0:00:00,90.17
9/4/2007 0:00:00,90.18
9/5/2007 0:00:00,90.18
9/6/2007 0:00:00,90.19
9/7/2007 0:00:00,90.19
9/10/2007 0:00:00,90.19
9/11/2007 0:00:00,90.19
9/12/2007 0:00:00,90.21
9/13/2007 0:00:00,90.22
9/14/2007 0:00:00,90.23
9/17/2007 0:00:00,90.23
9/18/2007 0:00:00,90.23
9/19/2007 0:00:00,90.24
9/20/2007 0:00:00,90.24
9/21/2007 0:00:00,90.25
9/24/2007 0:00:00,90.25
9/25/2007 0:00:00,90.26
9/26/2007 0:00:00,90.26
9/27/2007 0:00:00,90.27
9/28/2007 0:00:00,90.27
10/1/2007 0:00:00,90.28
10/2/2007 0:00:00,90.28
10/3/2007 0:00:00,90.28
10/4/2007 0:00:00,90.28
10/5/2007 0:00:00,90.29
10/8/2007 0:00:00,90.29
10/9/2007 0:00:00,90.29
10/10/2007 0:00:00,90.30
10/11/2007 0:00:00,90.31
10/12/2007 0:00:00,90.31
10/15/2007 0:00:00,90.32
10/16/2007 0:00:00,90.32
10/17/2007 0:00:00,90.33
10/18/2007 0:00:00,90.33
10/19/2007 0:00:00,90.33
10/22/2007 0:00:00,90.33
10/23/2007 0:00:00,90.34
10/24/2007 0:00:00,90.35
10/25/2007 0:00:00,90.36
10/26/2007 0:00:00,90.37
10/29/2007 0:00:00,90.38
10/30/2007 0:00:00,90.38
10/31/2007 0:00:00,90.40
11/1/2007 0:00:00,90.41
11/2/2007 0:00:00,90.41
11/5/2007 0:00:00,90.43
11/6/2007 0:00:00,90.43
11/7/2007 0:00:00,90.43
11/8/2007 0:00:00,90.46
11/9/2007 0:00:00,90.46
11/12/2007 0:00:00,90.46
11/13/2007 0:00:00,90.47
11/14/2007 0:00:00,90.47
11/15/2007 0:00:00,90.48
11/16/2007 0:00:00,90.49
11/19/2007 0:00:00,90.49
11/20/2007 0:00:00,90.49
11/21/2007 0:00:00,90.49
11/22/2007 0:00:00,90.50
11/23/2007 0:00:00,90.51
11/26/2007 0:00:00,90.52
11/27/2007 0:00:00,90.52
11/28/2007 0:00:00,90.52
11/29/2007 0:00:00,90.52
11/30/2007 0:00:00,90.53
12/3/2007 0:00:00,90.54
12/4/2007 0:00:00,90.54
12/5/2007 0:00:00,90.54
12/6/2007 0:00:00,90.54
12/7/2007 0:00:00,90.54
12/10/2007 0:00:00,90.55
12/11/2007 0:00:00,90.55
12/12/2007 0:00:00,90.56
12/13/2007 0:00:00,90.56
12/14/2007 0:00:00,90.56
12/17/2007 0:00:00,90.57
12/18/2007 0:00:00,90.59
12/19/2007 0:00:00,90.59
12/20/2007 0:00:00,90.60
12/21/2007 0:00:00,90.60
12/24/2007 0:00:00,90.60
12/25/2007 0:00:00,90.61
12/26/2007 0:00:00,90.61
12/27/2007 0:00:00,90.61
12/28/2007 0:00:00,90.61
12/31/2007 0:00:00,90.62
1/1/2008 0:00:00,90.62
1/2/2008 0:00:00,90.64
1/3/2008 0:00:00,90.64
1/4/2008 0:00:00,90.64
1/7/2008 0:00:00,90.64
1/8/2008 0:00:00,90.65
1/9/2008 0:00:00,90.66
1/10/2008 0:00:00,90.66
1/11/2008 0:00:00,90.68
1/14/2008 0:00:00,90.68
1/15/2008 0:00:00,90.68
1/16/2008 0:00:00,90.68
1/17/2008 0:00:00,90.68
1/18/2008 0:00:00,90.69
1/21/2008 0:00:00,90.69
1/22/2008 0:00:00,90.69
1/23/2008 0:00:00,90.70
1/24/2008 0:00:00,90.70
1/25/2008 0:00:00,90.70
1/28/2008 0:00:00,90.70
1/29/2008 0:00:00,90.71
1/30/2008 0:00:00,90.72
1/31/2008 0:00:00,90.72
2/1/2008 0:00:00,90.72
2/4/2008 0:00:00,90.73
2/5/2008 0:00:00,90.73
2/6/2008 0:00:00,90.74
2/7/2008 0:00:00,90.74
2/8/2008 0:00:00,90.75
2/11/2008 0:00:00,90.75
2/12/2008 0:00:00,90.76
2/13/2008 0:00:00,90.76
2/14/2008 0:00:00,90.76
2/15/2008 0:00:00,90.77
2/18/2008 0:00:00,90.77
2/19/2008 0:00:00,90.77
2/20/2008 0:00:00,90.77
2/21/2008 0:00:00,90.78
2/22/2008 0:00:00,90.79
2/25/2008 0:00:00,90.79
2/26/2008 0:00:00,90.79
2/27/2008 0:00:00,90.80
2/28/2008 0:00:00,90.80
2/29/2008 0:00:00,90.81
3/3/2008 0:00:00,90.81
3/4/2008 0:00:00,90.81
3/5/2008 0:00:00,90.82
3/6/2008 0:00:00,90.82
3/7/2008 0:00:00,90.82
3/10/2008 0:00:00,90.83
3/11/2008 0:00:00,90.83
3/12/2008 0:00:00,90.83
3/13/2008 0:00:00,90.83
3/14/2008 0:00:00,90.83
3/17/2008 0:00:00,90.84
3/18/2008 0:00:00,90.84
3/19/2008 0:00:00,90.84
3/20/2008 0:00:00,90.84
3/21/2008 0:00:00,90.84
3/24/2008 0:00:00,90.86
3/25/2008 0:00:00,90.86
3/26/2008 0:00:00,90.87
3/27/2008 0:00:00,90.87
3/28/2008 0:00:00,90.87
3/31/2008 0:00:00,90.88
4/1/2008 0:00:00,90.88
4/2/2008 0:00:00,90.88
4/3/2008 0:00:00,90.88
4/4/2008 0:00:00,90.88
4/7/2008 0:00:00,90.88
4/8/2008 0:00:00,90.88
4/9/2008 0:00:00,90.89
4/10/2008 0:00:00,90.90
4/11/2008 0:00:00,90.91
4/14/2008 0:00:00,90.91
4/15/2008 0:00:00,90.92
4/16/2008 0:00:00,90.92
4/17/2008 0:00:00,90.93
4/18/2008 0:00:00,90.93
4/21/2008 0:00:00,90.93
4/22/2008 0:00:00,90.94
4/23/2008 0:00:00,90.94
4/24/2008 0:00:00,90.94
4/25/2008 0:00:00,90.94
4/28/2008 0:00:00,90.96
4/29/2008 0:00:00,90.96
4/30/2008 0:00:00,90.96
5/1/2008 0:00:00,90.96
5/2/2008 0:00:00,90.97
5/5/2008 0:00:00,90.97
5/6/2008 0:00:00,90.97
5/7/2008 0:00:00,90.98
5/8/2008 0:00:00,90.98
5/9/2008 0:00:00,90.99
5/12/2008 0:00:00,90.99
5/13/2008 0:00:00,91.00
5/14/2008 0:00:00,91.00
5/15/2008 0:00:00,91.00
5/16/2008 0:00:00,91.00
5/19/2008 0:00:00,91.01
5/20/2008 0:00:00,91.01
5/21/2008 0:00:00,91.02
5/22/2008 0:00:00,91.02
5/23/2008 0:00:00,91.02
5/26/2008 0:00:00,91.02
5/27/2008 0:00:00,91.03
5/28/2008 0:00:00,91.04
5/29/2008 0:00:00,91.04
5/30/2008 0:00:00,91.04
6/2/2008 0:00:00,91.05
6/3/2008 0:00:00,91.05
6/4/2008 0:00:00,91.06
6/5/2008 0:00:00,91.06
6/6/2008 0:00:00,91.06
6/9/2008 0:00:00,91.06
6/10/2008 0:00:00,91.06
6/11/2008 0:00:00,91.07
6/12/2008 0:00:00,91.08
6/13/2008 0:00:00,91.08
6/16/2008 0:00:00,91.08
6/17/2008 0:00:00,91.09
6/18/2008 0:00:00,91.09
6/19/2008 0:00:00,91.09
6/20/2008 0:00:00,91.10
6/23/2008 0:00:00,91.10
6/24/2008 0:00:00,91.10
6/25/2008 0:00:00,91.10
6/26/2008 0:00:00,91.10
6/27/2008 0:00:00,91.11
6/30/2008 0:00:00,91.11
7/1/2008 0:00:00,91.11
7/2/2008 0:00:00,91.12
7/3/2008 0:00:00,91.12
7/4/2008 0:00:00,91.12
7/7/2008 0:00:00,91.13
7/8/2008 0:00:00,91.14
7/9/2008 0:00:00,91.16
7/10/2008 0:00:00,91.16
7/11/2008 0:00:00,91.16
7/14/2008 0:00:00,91.16
7/15/2008 0:00:00,91.18
7/16/2008 0:00:00,91.18
7/17/2008 0:00:00,91.18
7/18/2008 0:00:00,91.18
7/21/2008 0:00:00,91.19
7/22/2008 0:00:00,91.20
7/23/2008 0:00:00,91.21
7/24/2008 0:00:00,91.22
7/25/2008 0:00:00,91.23
7/28/2008 0:00:00,91.23
7/29/2008 0:00:00,91.24
7/30/2008 0:00:00,91.24
7/31/2008 0:00:00,91.25
8/1/2008 0:00:00,91.25
8/4/2008 0:00:00,91.26
8/5/2008 0:00:00,91.26
8/6/2008 0:00:00,91.27
8/7/2008 0:00:00,91.27
8/8/2008 0:00:00,91.27
8/11/2008 0:00:00,91.28
8/12/2008 0:00:00,91.28
8/13/2008 0:00:00,91.28
8/14/2008 0:00:00,91.28
8/15/2008 0:00:00,91.28
8/18/2008 0:00:00,91.28
8/19/2008 0:00:00,91.29
8/20/2008 0:00:00,91.29
8/21/2008 0:00:00,91.30
8/22/2008 0:00:00,91.30
8/25/2008 0:00:00,91.30
8/26/2008 0:00:00,91.31
8/27/2008 0:00:00,91.31
8/28/2008 0:00:00,91.33
8/29/2008 0:00:00,91.33
9/1/2008 0:00:00,91.34
9/2/2008 0:00:00,91.34
9/3/2008 0:00:00,91.34
9/4/2008 0:00:00,91.34
9/5/2008 0:00:00,91.35
9/8/2008 0:00:00,91.35
9/9/2008 0:00:00,91.35
9/10/2008 0:00:00,91.35
9/11/2008 0:00:00,91.37
9/12/2008 0:00:00,91.37
9/15/2008 0:00:00,91.37
9/16/2008 0:00:00,91.37
9/17/2008 0:00:00,91.37
9/18/2008 0:00:00,91.38
9/19/2008 0:00:00,91.38
9/22/2008 0:00:00,91.38
9/23/2008 0:00:00,91.39
9/24/2008 0:00:00,91.40
9/25/2008 0:00:00,91.40
9/26/2008 0:00:00,91.41
9/29/2008 0:00:00,91.42
9/30/2008 0:00:00,91.43
10/1/2008 0:00:00,91.43
10/2/2008 0:00:00,91.43
10/3/2008 0:00:00,91.43
10/6/2008 0:00:00,91.44
10/7/2008 0:00:00,91.44
10/8/2008 0:00:00,91.45
10/9/2008 0:00:00,91.45
10/10/2008 0:00:00,91.46
10/13/2008 0:00:00,91.47
10/14/2008 0:00:00,91.47
10/15/2008 0:00:00,91.48
10/16/2008 0:00:00,91.48
10/17/2008 0:00:00,91.49
10/20/2008 0:00:00,91.49
10/21/2008 0:00:00,91.50
10/22/2008 0:00:00,91.51
10/23/2008 0:00:00,91.51
10/24/2008 0:00:00,91.52
10/27/2008 0:00:00,91.52
10/28/2008 0:00:00,91.53
10/29/2008 0:00:00,91.54
10/30/2008 0:00:00,91.54
10/31/2008 0:00:00,91.55
11/3/2008 0:00:00,91.56
11/4/2008 0:00:00,91.56
11/5/2008 0:00:00,91.57
11/6/2008 0:00:00,91.58
11/7/2008 0:00:00,91.58
11/10/2008 0:00:00,91.59
11/11/2008 0:00:00,91.60
11/12/2008 0:00:00,91.60
11/13/2008 0:00:00,91.61
11/14/2008 0:00:00,91.61
11/17/2008 0:00:00,91.62
11/18/2008 0:00:00,91.64
11/19/2008 0:00:00,91.64
11/20/2008 0:00:00,91.65
11/21/2008 0:00:00,91.65
11/24/2008 0:00:00,91.66
11/25/2008 0:00:00,91.66
11/26/2008 0:00:00,91.67
11/27/2008 0:00:00,91.67
11/28/2008 0:00:00,91.67
12/1/2008 0:00:00,91.68
12/2/2008 0:00:00,91.69
12/3/2008 0:00:00,91.69
12/4/2008 0:00:00,91.69
12/5/2008 0:00:00,91.69
12/8/2008 0:00:00,91.70
12/9/2008 0:00:00,91.70
12/10/2008 0:00:00,91.71
12/11/2008 0:00:00,91.71
12/12/2008 0:00:00,91.73
12/15/2008 0:00:00,91.73
12/16/2008 0:00:00,91.73
12/17/2008 0:00:00,91.74
12/18/2008 0:00:00,91.74
12/19/2008 0:00:00,91.76
12/22/2008 0:00:00,91.76
12/23/2008 0:00:00,91.76
12/24/2008 0:00:00,91.77
12/25/2008 0:00:00,91.77
12/26/2008 0:00:00,91.78
12/29/2008 0:00:00,91.79
12/30/2008 0:00:00,91.80
12/31/2008 0:00:00,91.80
1/1/2009 0:00:00,91.82
1/2/2009 0:00:00,91.83
1/5/2009 0:00:00,91.85
1/6/2009 0:00:00,91.88
1/7/2009 0:00:00,91.90
1/8/2009 0:00:00,91.90
1/9/2009 0:00:00,91.93
1/12/2009 0:00:00,91.95
1/13/2009 0:00:00,91.95
1/14/2009 0:00:00,91.95
1/15/2009 0:00:00,91.96
1/16/2009 0:00:00,91.96
1/19/2009 0:00:00,91.96
1/20/2009 0:00:00,91.97
1/21/2009 0:00:00,91.97
1/22/2009 0:00:00,91.99
1/23/2009 0:00:00,92.00
1/26/2009 0:00:00,92.00
1/27/2009 0:00:00,92.00
1/28/2009 0:00:00,92.01
1/29/2009 0:00:00,92.01
1/30/2009 0:00:00,92.01
2/2/2009 0:00:00,92.01
2/3/2009 0:00:00,92.02
2/4/2009 0:00:00,92.02
2/5/2009 0:00:00,92.02
2/6/2009 0:00:00,92.03
2/9/2009 0:00:00,92.03
2/10/2009 0:00:00,92.04
2/11/2009 0:00:00,92.04
2/12/2009 0:00:00,92.06
2/13/2009 0:00:00,92.06
2/16/2009 0:00:00,92.08
2/17/2009 0:00:00,92.09
2/18/2009 0:00:00,92.09
2/19/2009 0:00:00,92.10
2/20/2009 0:00:00,92.10
2/23/2009 0:00:00,92.10
2/24/2009 0:00:00,92.10
